Date,Close
03/04/22,1896.92
03/03/22,1907.94
03/02/22,1873.49
03/01/22,1797.75
02/28/22,1782.69
02/25/22,1754.9
02/24/22,1655.24
02/23/22,1667.19
02/22/22,1684.44
02/18/22,1687.24
02/17/22,1684.19
02/16/22,1729.9
02/15/22,1720.67
02/14/22,1701.14
02/11/22,1709.91
02/10/22,1739.29
02/09/22,1738.62
02/08/22,1708.86
02/07/22,1668.05
02/04/22,1640.58
02/03/22,1630.26
02/02/22,1649.32
02/01/22,1627.65
01/31/22,1554.14
01/28/22,1553.41
01/27/22,1548.37
01/26/22,1547.79
01/25/22,1551.11
01/24/22,1554.23
01/21/22,1557.41
01/20/22,1633.22
01/19/22,1675.27
01/18/22,1659.47
01/14/22,1690.97
01/13/22,1694.77
01/12/22,1713.27
01/11/22,1664.58
01/10/22,1638.34
01/07/22,1657.84
01/06/22,1624.79
01/05/22,1627.14
01/04/22,1603.73
01/03/22,1579.49
12/31/21,1580.2
12/30/21,1572.25
12/29/21,1567.14
12/28/21,1567.96
12/27/21,1581.27
12/23/21,1559.84
12/22/21,1561.22
12/21/21,1546.7
12/20/21,1510.98
12/17/21,1564.52
12/16/21,1566.54
12/15/21,1525.55
12/14/21,1547.36
12/13/21,1529.98
12/10/21,1531.27
12/09/21,1533.81
12/08/21,1546.36
12/07/21,1543.08
12/06/21,1501.65
12/03/21,1472.29
12/02/21,1489.35
12/01/21,1434.28
11/30/21,1441.54
11/29/21,1473.64
11/26/21,1491.31
11/24/21,1538.98
11/23/21,1555.19
11/22/21,1536.61
11/19/21,1490.06
11/18/21,1484.46
11/17/21,1495.78
11/16/21,1524.44
11/15/21,1537.88
11/12/21,1565.02
11/11/21,1576.9
11/10/21,1519.5
11/09/21,1556.89
11/08/21,1579.48
11/05/21,1539.54
11/04/21,1535.93
11/03/21,1542.86
11/02/21,1543.68
11/01/21,1571.28
10/29/21,1567.89
10/28/21,1570.57
10/27/21,1567.7
10/26/21,1618.85
10/25/21,1624.67
10/22/21,1569.8
10/21/21,1557.19
10/20/21,1600.69
10/19/21,1606.9
10/18/21,1616.12
10/15/21,1615.49
10/14/21,1604.26
10/13/21,1582.0
10/12/21,1581.28
10/11/21,1575.94
10/08/21,1551.94
10/07/21,1549.27
10/06/21,1520.67
10/05/21,1544.69
10/04/21,1533.63
10/01/21,1546.68
09/30/21,1535.67
09/29/21,1533.5
09/28/21,1542.96
09/27/21,1580.91
09/24/21,1554.23
09/23/21,1568.51
09/22/21,1567.97
09/21/21,1536.38
09/20/21,1542.09
09/17/21,1615.36
09/16/21,1681.81
09/15/21,1732.24
09/14/21,1689.47
09/13/21,1725.68
09/10/21,1722.98
09/09/21,1729.08
09/08/21,1726.91
09/07/21,1764.33
09/03/21,1767.89
09/02/21,1771.93
09/01/21,1772.35
08/31/21,1767.99
08/30/21,1795.88
08/27/21,1804.47
08/26/21,1753.29
08/25/21,1784.55
08/24/21,1789.86
08/23/21,1730.71
08/20/21,1709.09
08/19/21,1714.61
08/18/21,1790.02
08/17/21,1811.13
08/16/21,1868.58
08/13/21,1891.94
08/12/21,1894.08
08/11/21,1920.57
08/10/21,1898.95
08/09/21,1839.84
08/06/21,1825.39
08/05/21,1809.08
08/04/21,1839.64
08/03/21,1864.53
08/02/21,1828.65
07/30/21,1845.76
07/29/21,1885.15
07/28/21,1830.92
07/27/21,1792.27
07/26/21,1817.33
07/23/21,1759.99
07/22/21,1742.73
07/21/21,1747.01
07/20/21,1704.47
07/19/21,1672.98
07/16/21,1722.04
07/15/21,1778.0
07/14/21,1773.85
07/13/21,1774.22
07/12/21,1797.09
07/09/21,1784.16
07/08/21,1713.87
07/07/21,1751.51
07/06/21,1719.48
07/02/21,1771.06
07/01/21,1758.47
06/30/21,1766.28
06/29/21,1762.01
06/28/21,1750.09
06/25/21,1770.74
06/24/21,1780.84
06/23/21,1743.59
06/22/21,1730.56
06/21/21,1722.57
06/18/21,1678.96
06/17/21,1699.31
06/16/21,1766.03
06/15/21,1812.56
06/14/21,1827.9
06/11/21,1866.4
06/10/21,1839.43
06/09/21,1840.53
06/08/21,1838.4
06/07/21,1825.75
06/04/21,1855.1
06/03/21,1840.22
06/02/21,1859.37
06/01/21,1874.75
05/28/21,1809.11
05/27/21,1808.26
05/26/21,1759.48
05/25/21,1735.37
05/24/21,1777.4
05/21/21,1765.29
05/20/21,1785.83
05/19/21,1792.67
05/18/21,1853.25
05/17/21,1862.97
05/14/21,1825.25
05/13/21,1833.25
05/12/21,1835.93
05/11/21,1927.01
05/10/21,1895.48
05/07/21,1893.74
05/06/21,1854.66
05/05/21,1803.53
05/04/21,1772.92
05/03/21,1737.32
04/30/21,1701.78
04/29/21,1744.86
04/28/21,1753.49
04/27/21,1734.21
04/26/21,1738.36
04/23/21,1687.6
04/22/21,1647.17
04/21/21,1658.98
04/20/21,1628.09
04/19/21,1665.74
04/16/21,1667.62
04/15/21,1648.48
04/14/21,1639.6
04/13/21,1590.48
04/12/21,1591.39
04/09/21,1603.14
04/08/21,1619.6
04/07/21,1621.07
04/06/21,1615.61
04/05/21,1630.82
04/01/21,1593.3
